x,y,zx,zy,zxy,ncd
"thr_gt2max.c","thr_le2thr.c",48,48,56,0.166666666666667
"thr_gt2max.c","wave_horz.c",48,63,68,0.317460317460317
"thr_gt2max.c","wave_vert.c",48,63,67,0.301587301587302
"thr_gt2max.c","yc_demux_0.c",48,52,57,0.173076923076923
"thr_gt2max.c","yc_demux_1.c",48,52,57,0.173076923076923
"thr_gt2max.c","ycbcr422p_.c",48,83,89,0.493975903614458
"thr_gt2thr.c","thr_le2min.c",48,48,58,0.208333333333333
"thr_gt2thr.c","thr_le2thr.c",48,48,56,0.166666666666667
"thr_gt2thr.c","wave_horz.c",48,63,68,0.317460317460317
"thr_gt2thr.c","wave_vert.c",48,63,66,0.285714285714286
"thr_gt2thr.c","yc_demux_0.c",48,52,57,0.173076923076923
"thr_gt2thr.c","yc_demux_1.c",48,52,57,0.173076923076923
"thr_gt2thr.c","ycbcr422p_.c",48,83,89,0.493975903614458
"thr_le2min.c","thr_le2thr.c",48,48,53,0.104166666666667
"thr_le2min.c","wave_horz.c",48,63,68,0.317460317460317
"thr_le2min.c","wave_vert.c",48,63,66,0.285714285714286
"thr_le2min.c","yc_demux_0.c",48,52,59,0.211538461538462
"thr_le2min.c","yc_demux_1.c",48,52,59,0.211538461538462
"thr_le2min.c","ycbcr422p_.c",48,83,88,0.481927710843373
"thr_le2thr.c","wave_horz.c",48,63,68,0.317460317460317
"thr_le2thr.c","wave_vert.c",48,63,66,0.285714285714286
"thr_le2thr.c","yc_demux_0.c",48,52,57,0.173076923076923
"thr_le2thr.c","yc_demux_1.c",48,52,57,0.173076923076923
"thr_le2thr.c","ycbcr422p_.c",48,83,89,0.493975903614458
"wave_horz.c","wave_vert.c",63,63,71,0.126984126984127
"wave_horz.c","yc_demux_0.c",63,52,67,0.238095238095238
"wave_horz.c","yc_demux_1.c",63,52,67,0.238095238095238
"wave_horz.c","ycbcr422p_.c",63,83,101,0.457831325301205
"wave_vert.c","yc_demux_0.c",63,52,65,0.206349206349206
"wave_vert.c","yc_demux_1.c",63,52,65,0.206349206349206
"wave_vert.c","ycbcr422p_.c",63,83,97,0.409638554216867
"yc_demux_0.c","yc_demux_1.c",52,52,55,0.057692307692308
"yc_demux_0.c","ycbcr422p_.c",52,83,90,0.457831325301205
"yc_demux_1.c","ycbcr422p_.c",52,83,90,0.457831325301205
